Group Cust No,Group Cust Name,Sold To CustNo,Sold To Name,Ship To No,Ship To Name,Ship To City,Ship To Region,Cluster,Ship To Country,Shipping Point,Shipping Point    Name,Loading Point,DeliveringPlant,DC Name,DP City,DP State
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50016531,JETRO CASH & CARRY #111 (JERSEY CIT,JERSEY CITY,NJ,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50063041,RESTAURANT DEPOT #173 (SECAUCUS NJ),SECAUCUS,NJ,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50067476,RESTAURANT DEPOT #194 (PINE BROOK N,PINE BROOK,NJ,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50140213,RESTAURANT DEPOT #874 (S PLAINFIELD,SOUTH PLAINFIELD,NJ,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50175809,RESTAURANT DEPOT #826 - EGG HARBOR,EGG HARBOR TOWNSHIP,NJ,NY/NJ Cluster,US,1025,MLC Shipping Point 1025       ,,1025,MARYLAND LOGISTICS CENTER,SPARROWS POINT,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50005290,RESTAURANT DEPOT #121 (COLLEGE POIN,COLLEGE POINT,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,BMW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50023748,RESTAURANT DEPOT #163 (MASPETH NY),MASPETH,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50005297,JETRO CASH & CARRY #110 (HAMILTON A,BROOKLYN,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50089208,RESTAURANT DEPOT #803 (FARMINGDALE,FARMINGDALE,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50087563,RESTAURANT DEPOT #801 (BLAUVELT NY),BLAUVELT,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,BMW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50097355,REST DEPOT #806 (PORT CHESTER VA),PORT CHESTER,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,BMW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50173640,"RESTAURANT DEPOT #821 BREWSTER, NY",BREWSTER,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50098503,REST DEPOT #818 (OAK PT BRONX NY),BRONX,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50161856,RESTAURANT DEPOT #819 (NEWBURGH NY),NEWBURGH,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50005287,RESTAURANT DEPOT #144 (BOHEMIA NY),BOHEMIA,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50021195,RESTAURANT DEPOT #161 (MT VERNON NY,MT VERNON,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,BMW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50100612,RESTAURANT DEPOT #802 (COLONIE NY),COLONIE,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50005291,RESTAURANT DEPOT #112 (CANARSIE NY),BROOKLYN,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50063863,RESTAURANT DEPOT #167 (GARDEN CITY,GARDEN CITY,NY,NY/NJ Cluster,US,1020,MDC Shipping Point 1020       ,BMW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50153289,RESTAURANT DEPOT #816 (HARRISBURG P,HARRISBURG,PA,Northeast Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50165460,RESTAURANT DEPOT #823 (WILKES BARRE,WILKES BARRE,PA,Northeast Cluster,US,1020,MDC Shipping Point 1020       ,BMW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50100611,RESTAURANT DEPOT #808 (LANGHORNE PA,LANGHORNE,PA,Northeast Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50132791,RESTAURANT DEPOT #804 (MANAYUNK PA),PHILADELPHIA,PA,Northeast Cluster,US,1020,MDC Shipping Point 1020       ,BMW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50174544,RESTAURANT DEPOT #828  ROYERSFORD,ROYERSFORD,PA,Northeast Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50010831,JETRO CASH & CARRY #116 (PHILADELPH,PHILADELPHIA,PA,Northeast Cluster,US,1020,MDC Shipping Point 1020       ,BMW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50140364,RESTAURANT DEPOT #812 (BETHLEHEM PA,BETHLEHEM,PA,Northeast Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50017050,RESTAURANT DEPOT #160 (CRANSTON RI),CRANSTON,RI,Northeast Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50130983,RESTAURANT DEPOT #420 (BIRMINGHAM A,HOMEWOOD,AL,Southeast Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50163463,RESTAURANT DEPOT #461 (BUFORD GA),BUFORD,GA,Southeast Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50172549,RESTAURANT DEPOT #428 (MORROW GA),MORROW,GA,Southeast Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50136883,RESTAURANT DEPOT #421 (MARIETTA GA),MARIETTA,GA,Southeast Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50024266,RESTAURANT DEPOT #166 (ATLANTA GA),ATLANTA,GA,Southeast Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50022126,RESTAURANT DEPOT #165 (NORCROSS GA),NORCROSS,GA,Southeast Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50157294,RESTAURANT DEPOT #424 (GREENVILLE S,MAULDIN,SC,Southeast Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50163729,RESTAURANT DEPOT #427 (N CHARLESTON,NORTH CHARLESTON,SC,Southeast Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50098077,RESTAURANT DEPOT #415 (NASHVILLE TN,NASHVILLE,TN,Southeast Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50100527,RESTAURANT DEPOT #419 (MEMPHIS TN),MEMPHIS,TN,Southeast Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50100613,RESTAURANT DEPOT #809 (RICHMOND VA),RICHMOND,VA,Southeast Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50092090,RESTAURANT DEPOT #805 (VIRGINIA BCH,VIRGINIA BEACH,VA,Southeast Cluster,US,1020,MDC Shipping Point 1020       ,BMW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50098345,RESTAURANT DEPOT #855 (ALEXANDRIA V,ALEXANDRIA,VA,Southeast Cluster,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50160950,RESTAURANT DEPOT #817 (CHANTILLY VA,CHANTILLY,VA,Southeast Cluster,US,1020,MDC Shipping Point 1020       ,BMW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50134280,RESTAURANT DEPOT #707 (OKLAHOMA OK),OKLAHOMA CITY,OK,Texas Cluster,US,1100,Salinas DC Shipping Point 1100,,1100,McCormick - Salinas Distrib Ctr,Salinas,CA
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50167280,RESTAURANT DEPOT #711 (LEWISVILLE),LEWISVILLE,TX,Texas Cluster,US,1100,Salinas DC Shipping Point 1100,,1100,McCormick - Salinas Distrib Ctr,Salinas,CA
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50087284,RESTAURANT DEPOT #701 (AUSTIN TX),AUSTIN,TX,Texas Cluster,US,1100,Salinas DC Shipping Point 1100,,1100,McCormick - Salinas Distrib Ctr,Salinas,CA
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50170141,RESTAURANT DEPOT #709 (PASADNA TX),PASADENA,TX,Texas Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50062974,RESTAURANT DEPOT #169 (HOUSTON TX),HOUSTON,TX,Texas Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50163282,RESTAURANT DEPOT #708 (TOMBALL TX),TOMBALL,TX,Texas Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50063193,RESTAURANT DEPOT #170 (SAN ANTONIO,SAN ANTONIO,TX,Texas Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50024375,RESTAURANT DEPOT #168 (DALLAS TX),DALLAS,TX,Texas Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50024374,RESTAURANT DEPOT #175 (RICHARDSON T,RICHARDSON,TX,Texas Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50085668,RESTAURANT DEPOT #702 (HOUSTON II S,HOUSTON,TX,Texas Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50087589,RESTAURANT DEPOT #703 (FORT WORTH T,FORT WORTH,TX,Texas Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50161954,RESTAURANT DEPOT #706 (EL PASO TX),EL PASO,TX,Texas Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50175268,RESTAURANT DEPOT #713 - MCALLEN TX,MCALLEN,TX,Texas Cluster,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50069931,RESTAURANT DEPOT #137 (MESA AZ),MESA,AZ,Unassigned,US,1100,Salinas DC Shipping Point 1100,,1100,McCormick - Salinas Distrib Ctr,Salinas,CA
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50069933,RESTAURANT DEPOT #138 (PHOENIX AZ),PHOENIX,AZ,Unassigned,US,1100,Salinas DC Shipping Point 1100,,1100,McCormick - Salinas Distrib Ctr,Salinas,CA
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50100173,REST DEPOT #704 (TUCSON AZ),TUCSON,AZ,Unassigned,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50099237,RESTAURANT DEPOT #653 (GREENWOOD V,GREENWOOD VILLAGE,CO,Unassigned,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50091211,RESTAURANT DEPOT #652 (DENVER CO),DENVER,CO,Unassigned,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50162936,RESTAURANT DEPOT #457 (BATON ROUGE),BATON ROUGE,LA,Unassigned,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50093482,RESTAURANT DEPOT #453 (NEW ORLEANS,NEW ORLEANS,LA,Unassigned,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50063063,RESTAURANT DEPOT #178 (ST PAUL MN),ST PAUL,MN,Unassigned,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50135085,RESTAURANT DEPOT #455 (BROOKLYN CTR,BROOKLYN CENTER,MN,Unassigned,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50076949,RESTAURANT DEPOT #450 (KANSAS CITY,KANSAS CITY,MO,Unassigned,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50164794,RESTAURANT DEPOT #460 (LA VISTA NE),LA VISTA,NE,Unassigned,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50161849,RESTAURANT DEPOT #139 (LAS VEGAS NV,LAS VEGAS,NV,Unassigned,US,1100,Salinas DC Shipping Point 1100,,1100,McCormick - Salinas Distrib Ctr,Salinas,CA
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133835,RESTAURANT DEPOT MIDWEST,50087236,RESTAURANT DEPOT #452 (BUFFALO NY),BUFFALO,NY,Unassigned,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50161850,RESTAURANT DEPOT #456 (ROCHESTER NY,HENRIETTA,NY,Unassigned,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50161854,RESTAURANT DEPOT #661 (CLACKAMAS OR,CLACKAMAS,OR,Unassigned,US,1100,Salinas DC Shipping Point 1100,,1100,McCormick - Salinas Distrib Ctr,Salinas,CA
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50076917,RESTAURANT DEPOT #651 (PORTLAND OR),PORTLAND,OR,Unassigned,US,1100,Salinas DC Shipping Point 1100,,1100,McCormick - Salinas Distrib Ctr,Salinas,CA
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133834,RESTAURANT DEPOT NORTHEAST,50163565,RESTAURANT DEPOT #449 (PITTSBURGH P,PITTSBURGH,PA,Unassigned,US,1020,MDC Shipping Point 1020       ,OPW,1020,McCormick Distribution Ctr,Belcamp,MD
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50137631,REST DEPOT #660 (SALT LAKE CITY UT),SALT LAKE CITY,UT,Unassigned,US,1415,Frenchs LC Shipping Point     ,,1415,FRENCHS LOGISTIC CENTER,SPRINGFIELD,MO
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50091130,RESTAURANT DEPOT #658 (FIFE WA),FIFE,WA,Unassigned,US,1100,Salinas DC Shipping Point 1100,,1100,McCormick - Salinas Distrib Ctr,Salinas,CA
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50100699,REST DEPOT #655 (WOODINVILLE WA),WOODINVILLE,WA,Unassigned,US,1100,Salinas DC Shipping Point 1100,,1100,McCormick - Salinas Distrib Ctr,Salinas,CA
50003869,RESTAURANT DEPOT (COLLEGE PT NY) UN,50133840,RESTAURANT DEPOT WEST,50077178,RESTAURANT DEPOT #506 (SEATTLE WA),SEATTLE,WA,Unassigned,US,1100,Salinas DC Shipping Point 1100,,1100,McCormick - Salinas Distrib Ctr,Salinas,CA
